postal_code,city,gmina,powiat,wojewodztwo
31-768,Kraków,Kraków,Kraków,małopolskie
31-004,Kraków,Kraków,Kraków,małopolskie
30-009,Kraków,Kraków,Kraków,małopolskie
31-267,Kraków,Kraków,Kraków,małopolskie
31-338,Kraków,Kraków,Kraków,małopolskie
31-915,Kraków,Kraków,Kraków,małopolskie
30-426,Kraków,Kraków,Kraków,małopolskie
30-250,Kraków,Kraków,Kraków,małopolskie
31-581,Kraków,Kraków,Kraków,małopolskie
30-210,Kraków,Kraków,Kraków,małopolskie
31-131,Kraków,Kraków,Kraków,małopolskie
31-524,Kraków,Kraków,Kraków,małopolskie
31-950,Kraków,Kraków,Kraków,małopolskie
31-115,Kraków,Kraków,Kraków,małopolskie
31-358,Kraków,Kraków,Kraków,małopolskie
31-411,Kraków,Kraków,Kraków,małopolskie
31-323,Kraków,Kraków,Kraków,małopolskie
30-363,Kraków,Kraków,Kraków,małopolskie
31-876,Kraków,Kraków,Kraków,małopolskie
31-930,Kraków,Kraków,Kraków,małopolskie
31-873,Kraków,Kraków,Kraków,małopolskie
30-818,Kraków,Kraków,Kraków,małopolskie
31-046,Kraków,Kraków,Kraków,małopolskie
31-981,Kraków,Kraków,Kraków,małopolskie
30-824,Kraków,Kraków,Kraków,małopolskie
30-560,Kraków,Kraków,Kraków,małopolskie
31-990,Kraków,Kraków,Kraków,małopolskie
30-416,Kraków,Kraków,Kraków,małopolskie
30-653,Kraków,Kraków,Kraków,małopolskie
31-317,Kraków,Kraków,Kraków,małopolskie
31-881,Kraków,Kraków,Kraków,małopolskie
30-723,Kraków,Kraków,Kraków,małopolskie
30-619,Kraków,Kraków,Kraków,małopolskie
31-007,Kraków,Kraków,Kraków,małopolskie
30-411,Kraków,Kraków,Kraków,małopolskie
30-602,Kraków,Kraków,Kraków,małopolskie
31-265,Kraków,Kraków,Kraków,małopolskie
30-724,Kraków,Kraków,Kraków,małopolskie
30-819,Kraków,Kraków,Kraków,małopolskie
30-816,Kraków,Kraków,Kraków,małopolskie
30-808,Kraków,Kraków,Kraków,małopolskie
30-628,Kraków,Kraków,Kraków,małopolskie
30-071,Kraków,Kraków,Kraków,małopolskie
31-980,Kraków,Kraków,Kraków,małopolskie
31-217,Kraków,Kraków,Kraków,małopolskie
30-731,Kraków,Kraków,Kraków,małopolskie
31-223,Kraków,Kraków,Kraków,małopolskie
31-516,Kraków,Kraków,Kraków,małopolskie
31-521,Kraków,Kraków,Kraków,małopolskie
31-006,Kraków,Kraków,Kraków,małopolskie
31-044,Kraków,Kraków,Kraków,małopolskie
31-709,Kraków,Kraków,Kraków,małopolskie
30-657,Kraków,Kraków,Kraków,małopolskie
30-714,Kraków,Kraków,Kraków,małopolskie
30-719,Kraków,Kraków,Kraków,małopolskie
30-387,Kraków,Kraków,Kraków,małopolskie
31-342,Kraków,Kraków,Kraków,małopolskie
31-526,Kraków,Kraków,Kraków,małopolskie
31-266,Kraków,Kraków,Kraków,małopolskie
30-651,Kraków,Kraków,Kraków,małopolskie
31-537,Kraków,Kraków,Kraków,małopolskie
31-531,Kraków,Kraków,Kraków,małopolskie
31-559,Kraków,Kraków,Kraków,małopolskie
30-718,Kraków,Kraków,Kraków,małopolskie
30-228,Kraków,Kraków,Kraków,małopolskie
30-145,Kraków,Kraków,Kraków,małopolskie
30-604,Kraków,Kraków,Kraków,małopolskie
31-148,Kraków,Kraków,Kraków,małopolskie
30-565,Kraków,Kraków,Kraków,małopolskie
30-644,Kraków,Kraków,Kraków,małopolskie
30-705,Kraków,Kraków,Kraków,małopolskie
30-528,Kraków,Kraków,Kraków,małopolskie
30-726,Kraków,Kraków,Kraków,małopolskie
31-622,Kraków,Kraków,Kraków,małopolskie
31-859,Kraków,Kraków,Kraków,małopolskie
31-003,Kraków,Kraków,Kraków,małopolskie
31-534,Kraków,Kraków,Kraków,małopolskie
31-154,Kraków,Kraków,Kraków,małopolskie
31-212,Kraków,Kraków,Kraków,małopolskie
30-060,Kraków,Kraków,Kraków,małopolskie
30-033,Kraków,Kraków,Kraków,małopolskie
30-139,Kraków,Kraków,Kraków,małopolskie
31-114,Kraków,Kraków,Kraków,małopolskie
31-564,Kraków,Kraków,Kraków,małopolskie
30-364,Kraków,Kraków,Kraków,małopolskie
30-202,Kraków,Kraków,Kraków,małopolskie
30-234,Kraków,Kraków,Kraków,małopolskie
30-124,Kraków,Kraków,Kraków,małopolskie
31-626,Kraków,Kraków,Kraków,małopolskie
31-011,Kraków,Kraków,Kraków,małopolskie
31-010,Kraków,Kraków,Kraków,małopolskie
30-240,Kraków,Kraków,Kraków,małopolskie
30-688,Kraków,Kraków,Kraków,małopolskie
31-329,Kraków,Kraków,Kraków,małopolskie
31-157,Kraków,Kraków,Kraków,małopolskie
31-445,Kraków,Kraków,Kraków,małopolskie
31-864,Kraków,Kraków,Kraków,małopolskie
31-136,Kraków,Kraków,Kraków,małopolskie
31-017,Kraków,Kraków,Kraków,małopolskie
31-018,Kraków,Kraków,Kraków,małopolskie
31-618,Kraków,Kraków,Kraków,małopolskie
31-452,Kraków,Kraków,Kraków,małopolskie
31-807,Kraków,Kraków,Kraków,małopolskie
31-318,Kraków,Kraków,Kraków,małopolskie
31-727,Kraków,Kraków,Kraków,małopolskie
31-225,Kraków,Kraków,Kraków,małopolskie
30-899,Kraków,Kraków,Kraków,małopolskie
31-227,Kraków,Kraków,Kraków,małopolskie
30-422,Kraków,Kraków,Kraków,małopolskie
30-230,Kraków,Kraków,Kraków,małopolskie
30-204,Kraków,Kraków,Kraków,małopolskie
30-836,Kraków,Kraków,Kraków,małopolskie
30-830,Kraków,Kraków,Kraków,małopolskie
31-761,Kraków,Kraków,Kraków,małopolskie
31-987,Kraków,Kraków,Kraków,małopolskie
31-268,Kraków,Kraków,Kraków,małopolskie
30-224,Kraków,Kraków,Kraków,małopolskie
31-051,Kraków,Kraków,Kraków,małopolskie
30-206,Kraków,Kraków,Kraków,małopolskie
30-529,Kraków,Kraków,Kraków,małopolskie
30-039,Kraków,Kraków,Kraków,małopolskie
30-045,Kraków,Kraków,Kraków,małopolskie
31-767,Kraków,Kraków,Kraków,małopolskie
31-957,Kraków,Kraków,Kraków,małopolskie
31-106,Kraków,Kraków,Kraków,małopolskie
31-159,Kraków,Kraków,Kraków,małopolskie
30-037,Kraków,Kraków,Kraków,małopolskie
30-007,Kraków,Kraków,Kraków,małopolskie
30-018,Kraków,Kraków,Kraków,małopolskie
30-004,Kraków,Kraków,Kraków,małopolskie
30-237,Kraków,Kraków,Kraków,małopolskie
31-262,Kraków,Kraków,Kraków,małopolskie
31-863,Kraków,Kraków,Kraków,małopolskie
31-341,Kraków,Kraków,Kraków,małopolskie
31-264,Kraków,Kraków,Kraków,małopolskie
30-078,Kraków,Kraków,Kraków,małopolskie
30-446,Kraków,Kraków,Kraków,małopolskie
30-061,Kraków,Kraków,Kraków,małopolskie
30-865,Kraków,Kraków,Kraków,małopolskie
30-686,Kraków,Kraków,Kraków,małopolskie
30-834,Kraków,Kraków,Kraków,małopolskie
30-509,Kraków,Kraków,Kraków,małopolskie
30-504,Kraków,Kraków,Kraków,małopolskie
31-988,Kraków,Kraków,Kraków,małopolskie
30-111,Kraków,Kraków,Kraków,małopolskie
30-001,Kraków,Kraków,Kraków,małopolskie
30-524,Kraków,Kraków,Kraków,małopolskie
31-002,Kraków,Kraków,Kraków,małopolskie
30-712,Kraków,Kraków,Kraków,małopolskie
31-113,Kraków,Kraków,Kraków,małopolskie
31-128,Kraków,Kraków,Kraków,małopolskie
30-827,Kraków,Kraków,Kraków,małopolskie
30-232,Kraków,Kraków,Kraków,małopolskie
30-116,Kraków,Kraków,Kraków,małopolskie
31-063,Kraków,Kraków,Kraków,małopolskie
31-351,Kraków,Kraków,Kraków,małopolskie
30-055,Kraków,Kraków,Kraków,małopolskie
30-074,Kraków,Kraków,Kraków,małopolskie
30-082,Kraków,Kraków,Kraków,małopolskie
30-549,Kraków,Kraków,Kraków,małopolskie
31-404,Kraków,Kraków,Kraków,małopolskie
30-406,Kraków,Kraków,Kraków,małopolskie
30-704,Kraków,Kraków,Kraków,małopolskie
30-079,Kraków,Kraków,Kraków,małopolskie
31-708,Kraków,Kraków,Kraków,małopolskie
31-753,Kraków,Kraków,Kraków,małopolskie
31-482,Kraków,Kraków,Kraków,małopolskie
31-271,Kraków,Kraków,Kraków,małopolskie
30-810,Kraków,Kraków,Kraków,małopolskie
31-869,Kraków,Kraków,Kraków,małopolskie
30-022,Kraków,Kraków,Kraków,małopolskie
30-014,Kraków,Kraków,Kraków,małopolskie
30-092,Kraków,Kraków,Kraków,małopolskie
31-637,Kraków,Kraków,Kraków,małopolskie
31-127,Kraków,Kraków,Kraków,małopolskie
31-750,Kraków,Kraków,Kraków,małopolskie
31-945,Kraków,Kraków,Kraków,małopolskie
31-765,Kraków,Kraków,Kraków,małopolskie
31-160,Kraków,Kraków,Kraków,małopolskie
30-219,Kraków,Kraków,Kraków,małopolskie
30-607,Kraków,Kraków,Kraków,małopolskie
30-134,Kraków,Kraków,Kraków,małopolskie
30-334,Kraków,Kraków,Kraków,małopolskie
30-106,Kraków,Kraków,Kraków,małopolskie
30-248,Kraków,Kraków,Kraków,małopolskie
30-046,Kraków,Kraków,Kraków,małopolskie
30-306,Kraków,Kraków,Kraków,małopolskie
30-302,Kraków,Kraków,Kraków,małopolskie
30-333,Kraków,Kraków,Kraków,małopolskie
31-034,Kraków,Kraków,Kraków,małopolskie
31-501,Kraków,Kraków,Kraków,małopolskie
30-543,Kraków,Kraków,Kraków,małopolskie
30-720,Kraków,Kraków,Kraków,małopolskie
31-542,Kraków,Kraków,Kraków,małopolskie
30-214,Kraków,Kraków,Kraków,małopolskie
31-224,Kraków,Kraków,Kraków,małopolskie
30-407,Kraków,Kraków,Kraków,małopolskie
30-717,Kraków,Kraków,Kraków,małopolskie
30-034,Kraków,Kraków,Kraków,małopolskie
31-539,Kraków,Kraków,Kraków,małopolskie
30-428,Kraków,Kraków,Kraków,małopolskie
30-147,Kraków,Kraków,Kraków,małopolskie
30-397,Kraków,Kraków,Kraków,małopolskie
30-809,Kraków,Kraków,Kraków,małopolskie
30-711,Kraków,Kraków,Kraków,małopolskie
30-568,Kraków,Kraków,Kraków,małopolskie
31-066,Kraków,Kraków,Kraków,małopolskie
30-535,Kraków,Kraków,Kraków,małopolskie
30-530,Kraków,Kraków,Kraków,małopolskie
30-513,Kraków,Kraków,Kraków,małopolskie
30-503,Kraków,Kraków,Kraków,małopolskie
30-515,Kraków,Kraków,Kraków,małopolskie
30-649,Kraków,Kraków,Kraków,małopolskie
30-430,Kraków,Kraków,Kraków,małopolskie
30-053,Kraków,Kraków,Kraków,małopolskie
31-141,Kraków,Kraków,Kraków,małopolskie
31-142,Kraków,Kraków,Kraków,małopolskie
31-158,Kraków,Kraków,Kraków,małopolskie
31-272,Kraków,Kraków,Kraków,małopolskie
30-040,Kraków,Kraków,Kraków,małopolskie
30-081,Kraków,Kraków,Kraków,małopolskie
31-149,Kraków,Kraków,Kraków,małopolskie
31-123,Kraków,Kraków,Kraków,małopolskie
30-525,Kraków,Kraków,Kraków,małopolskie
30-710,Kraków,Kraków,Kraków,małopolskie
30-123,Kraków,Kraków,Kraków,małopolskie
31-762,Kraków,Kraków,Kraków,małopolskie
30-211,Kraków,Kraków,Kraków,małopolskie
30-042,Kraków,Kraków,Kraków,małopolskie
30-603,Kraków,Kraków,Kraków,małopolskie
30-868,Kraków,Kraków,Kraków,małopolskie
31-504,Kraków,Kraków,Kraków,małopolskie
30-410,Kraków,Kraków,Kraków,małopolskie
30-144,Kraków,Kraków,Kraków,małopolskie
30-135,Kraków,Kraków,Kraków,małopolskie
30-216,Kraków,Kraków,Kraków,małopolskie
30-545,Kraków,Kraków,Kraków,małopolskie
30-852,Kraków,Kraków,Kraków,małopolskie
30-539,Kraków,Kraków,Kraków,małopolskie
31-853,Kraków,Kraków,Kraków,małopolskie
31-343,Kraków,Kraków,Kraków,małopolskie
30-052,Kraków,Kraków,Kraków,małopolskie
30-058,Kraków,Kraków,Kraków,małopolskie
30-133,Kraków,Kraków,Kraków,małopolskie
30-601,Kraków,Kraków,Kraków,małopolskie
31-203,Kraków,Kraków,Kraków,małopolskie
31-138,Kraków,Kraków,Kraków,małopolskie
31-312,Kraków,Kraków,Kraków,małopolskie
30-821,Kraków,Kraków,Kraków,małopolskie
30-833,Kraków,Kraków,Kraków,małopolskie
30-551,Kraków,Kraków,Kraków,małopolskie
30-534,Kraków,Kraków,Kraków,małopolskie
30-349,Kraków,Kraków,Kraków,małopolskie
30-702,Kraków,Kraków,Kraków,małopolskie
30-721,Kraków,Kraków,Kraków,małopolskie
30-659,Kraków,Kraków,Kraków,małopolskie
31-480,Kraków,Kraków,Kraków,małopolskie
30-627,Kraków,Kraków,Kraków,małopolskie
30-385,Kraków,Kraków,Kraków,małopolskie
31-269,Kraków,Kraków,Kraków,małopolskie
31-116,Kraków,Kraków,Kraków,małopolskie
31-462,Kraków,Kraków,Kraków,małopolskie
30-003,Kraków,Kraków,Kraków,małopolskie
31-512,Kraków,Kraków,Kraków,małopolskie
31-509,Kraków,Kraków,Kraków,małopolskie
30-630,Kraków,Kraków,Kraków,małopolskie
30-544,Kraków,Kraków,Kraków,małopolskie
30-331,Kraków,Kraków,Kraków,małopolskie
30-447,Kraków,Kraków,Kraków,małopolskie
30-548,Kraków,Kraków,Kraków,małopolskie
31-444,Kraków,Kraków,Kraków,małopolskie
30-417,Kraków,Kraków,Kraków,małopolskie
30-725,Kraków,Kraków,Kraków,małopolskie
30-855,Kraków,Kraków,Kraków,małopolskie
31-443,Kraków,Kraków,Kraków,małopolskie
31-139,Kraków,Kraków,Kraków,małopolskie
31-140,Kraków,Kraków,Kraków,małopolskie
31-843,Kraków,Kraków,Kraków,małopolskie
30-613,Kraków,Kraków,Kraków,małopolskie
30-564,Kraków,Kraków,Kraków,małopolskie
30-658,Kraków,Kraków,Kraków,małopolskie
30-303,Kraków,Kraków,Kraków,małopolskie
30-858,Kraków,Kraków,Kraków,małopolskie
30-384,Kraków,Kraków,Kraków,małopolskie
31-422,Kraków,Kraków,Kraków,małopolskie
30-650,Kraków,Kraków,Kraków,małopolskie
31-325,Kraków,Kraków,Kraków,małopolskie
31-471,Kraków,Kraków,Kraków,małopolskie
30-563,Kraków,Kraków,Kraków,małopolskie
30-646,Kraków,Kraków,Kraków,małopolskie
30-624,Kraków,Kraków,Kraków,małopolskie
31-854,Kraków,Kraków,Kraków,małopolskie
31-041,Kraków,Kraków,Kraków,małopolskie
31-354,Kraków,Kraków,Kraków,małopolskie
31-042,Kraków,Kraków,Kraków,małopolskie
31-012,Kraków,Kraków,Kraków,małopolskie
31-022,Kraków,Kraków,Kraków,małopolskie
31-020,Kraków,Kraków,Kraków,małopolskie
31-024,Kraków,Kraków,Kraków,małopolskie
30-119,Kraków,Kraków,Kraków,małopolskie
31-651,Kraków,Kraków,Kraków,małopolskie
31-638,Kraków,Kraków,Kraków,małopolskie
30-019,Kraków,Kraków,Kraków,małopolskie
30-036,Kraków,Kraków,Kraków,małopolskie
30-023,Kraków,Kraków,Kraków,małopolskie
31-870,Kraków,Kraków,Kraków,małopolskie
31-058,Kraków,Kraków,Kraków,małopolskie
30-616,Kraków,Kraków,Kraków,małopolskie
31-475,Kraków,Kraków,Kraków,małopolskie
31-469,Kraków,Kraków,Kraków,małopolskie
31-567,Kraków,Kraków,Kraków,małopolskie
31-563,Kraków,Kraków,Kraków,małopolskie
31-560,Kraków,Kraków,Kraków,małopolskie
31-704,Kraków,Kraków,Kraków,małopolskie
31-918,Kraków,Kraków,Kraków,małopolskie
30-313,Kraków,Kraków,Kraków,małopolskie
31-345,Kraków,Kraków,Kraków,małopolskie
31-820,Kraków,Kraków,Kraków,małopolskie
31-027,Kraków,Kraków,Kraków,małopolskie
30-429,Kraków,Kraków,Kraków,małopolskie
30-505,Kraków,Kraków,Kraków,małopolskie
30-337,Kraków,Kraków,Kraków,małopolskie
30-117,Kraków,Kraków,Kraków,małopolskie
30-131,Kraków,Kraków,Kraków,małopolskie
30-412,Kraków,Kraków,Kraków,małopolskie
31-474,Kraków,Kraków,Kraków,małopolskie
31-470,Kraków,Kraków,Kraków,małopolskie
30-652,Kraków,Kraków,Kraków,małopolskie
30-421,Kraków,Kraków,Kraków,małopolskie
31-545,Kraków,Kraków,Kraków,małopolskie
31-546,Kraków,Kraków,Kraków,małopolskie
31-513,Kraków,Kraków,Kraków,małopolskie
31-155,Kraków,Kraków,Kraków,małopolskie
30-655,Kraków,Kraków,Kraków,małopolskie
30-102,Kraków,Kraków,Kraków,małopolskie
31-029,Kraków,Kraków,Kraków,małopolskie
31-547,Kraków,Kraków,Kraków,małopolskie
31-959,Kraków,Kraków,Kraków,małopolskie
30-823,Kraków,Kraków,Kraków,małopolskie
30-120,Kraków,Kraków,Kraków,małopolskie
30-143,Kraków,Kraków,Kraków,małopolskie
31-337,Kraków,Kraków,Kraków,małopolskie
31-333,Kraków,Kraków,Kraków,małopolskie
31-101,Kraków,Kraków,Kraków,małopolskie
31-028,Kraków,Kraków,Kraków,małopolskie
30-631,Kraków,Kraków,Kraków,małopolskie
30-664,Kraków,Kraków,Kraków,małopolskie
30-670,Kraków,Kraków,Kraków,małopolskie
30-656,Kraków,Kraków,Kraków,małopolskie
30-241,Kraków,Kraków,Kraków,małopolskie
30-107,Kraków,Kraków,Kraków,małopolskie
30-311,Kraków,Kraków,Kraków,małopolskie
31-350,Kraków,Kraków,Kraków,małopolskie
30-729,Kraków,Kraków,Kraków,małopolskie
31-270,Kraków,Kraków,Kraków,małopolskie
30-527,Kraków,Kraków,Kraków,małopolskie
30-425,Kraków,Kraków,Kraków,małopolskie
31-228,Kraków,Kraków,Kraków,małopolskie
30-645,Kraków,Kraków,Kraków,małopolskie
31-308,Kraków,Kraków,Kraków,małopolskie
31-346,Kraków,Kraków,Kraków,małopolskie
30-663,Kraków,Kraków,Kraków,małopolskie
31-589,Kraków,Kraków,Kraków,małopolskie
30-239,Kraków,Kraków,Kraków,małopolskie
31-306,Kraków,Kraków,Kraków,małopolskie
30-336,Kraków,Kraków,Kraków,małopolskie
30-728,Kraków,Kraków,Kraków,małopolskie
30-683,Kraków,Kraków,Kraków,małopolskie
31-145,Kraków,Kraków,Kraków,małopolskie
31-543,Kraków,Kraków,Kraków,małopolskie
30-011,Kraków,Kraków,Kraków,małopolskie
31-625,Kraków,Kraków,Kraków,małopolskie
30-853,Kraków,Kraków,Kraków,małopolskie
30-051,Kraków,Kraków,Kraków,małopolskie
30-669,Kraków,Kraków,Kraków,małopolskie
30-684,Kraków,Kraków,Kraków,małopolskie
31-275,Kraków,Kraków,Kraków,małopolskie
31-276,Kraków,Kraków,Kraków,małopolskie
31-277,Kraków,Kraków,Kraków,małopolskie
31-278,Kraków,Kraków,Kraków,małopolskie
31-920,Kraków,Kraków,Kraków,małopolskie
30-390,Kraków,Kraków,Kraków,małopolskie
31-878,Kraków,Kraków,Kraków,małopolskie
31-065,Kraków,Kraków,Kraków,małopolskie
31-867,Kraków,Kraków,Kraków,małopolskie
31-868,Kraków,Kraków,Kraków,małopolskie
31-852,Kraków,Kraków,Kraków,małopolskie
31-855,Kraków,Kraków,Kraków,małopolskie
31-877,Kraków,Kraków,Kraków,małopolskie
31-620,Kraków,Kraków,Kraków,małopolskie
31-621,Kraków,Kraków,Kraków,małopolskie
31-923,Kraków,Kraków,Kraków,małopolskie
31-924,Kraków,Kraków,Kraków,małopolskie
31-925,Kraków,Kraków,Kraków,małopolskie
31-926,Kraków,Kraków,Kraków,małopolskie
31-927,Kraków,Kraków,Kraków,małopolskie
31-928,Kraków,Kraków,Kraków,małopolskie
31-929,Kraków,Kraków,Kraków,małopolskie
31-931,Kraków,Kraków,Kraków,małopolskie
31-933,Kraków,Kraków,Kraków,małopolskie
31-871,Kraków,Kraków,Kraków,małopolskie
31-872,Kraków,Kraków,Kraków,małopolskie
31-874,Kraków,Kraków,Kraków,małopolskie
31-875,Kraków,Kraków,Kraków,małopolskie
31-960,Kraków,Kraków,Kraków,małopolskie
31-961,Kraków,Kraków,Kraków,małopolskie
31-935,Kraków,Kraków,Kraków,małopolskie
31-936,Kraków,Kraków,Kraków,małopolskie
31-937,Kraków,Kraków,Kraków,małopolskie
31-917,Kraków,Kraków,Kraków,małopolskie
31-919,Kraków,Kraków,Kraków,małopolskie
31-832,Kraków,Kraków,Kraków,małopolskie
31-833,Kraków,Kraków,Kraków,małopolskie
31-834,Kraków,Kraków,Kraków,małopolskie
31-835,Kraków,Kraków,Kraków,małopolskie
31-837,Kraków,Kraków,Kraków,małopolskie
31-810,Kraków,Kraków,Kraków,małopolskie
31-812,Kraków,Kraków,Kraków,małopolskie
31-813,Kraków,Kraków,Kraków,małopolskie
31-814,Kraków,Kraków,Kraków,małopolskie
31-815,Kraków,Kraków,Kraków,małopolskie
31-840,Kraków,Kraków,Kraków,małopolskie
31-841,Kraków,Kraków,Kraków,małopolskie
31-842,Kraków,Kraków,Kraków,małopolskie
31-844,Kraków,Kraków,Kraków,małopolskie
30-740,Kraków,Kraków,Kraków,małopolskie
31-938,Kraków,Kraków,Kraków,małopolskie
31-940,Kraków,Kraków,Kraków,małopolskie
31-941,Kraków,Kraków,Kraków,małopolskie
31-858,Kraków,Kraków,Kraków,małopolskie
31-962,Kraków,Kraków,Kraków,małopolskie
31-963,Kraków,Kraków,Kraków,małopolskie
31-964,Kraków,Kraków,Kraków,małopolskie
31-640,Kraków,Kraków,Kraków,małopolskie
31-803,Kraków,Kraków,Kraków,małopolskie
31-804,Kraków,Kraków,Kraków,małopolskie
31-909,Kraków,Kraków,Kraków,małopolskie
31-911,Kraków,Kraków,Kraków,małopolskie
31-912,Kraków,Kraków,Kraków,małopolskie
31-913,Kraków,Kraków,Kraków,małopolskie
31-701,Kraków,Kraków,Kraków,małopolskie
31-702,Kraków,Kraków,Kraków,małopolskie
31-703,Kraków,Kraków,Kraków,małopolskie
31-706,Kraków,Kraków,Kraków,małopolskie
31-707,Kraków,Kraków,Kraków,małopolskie
31-721,Kraków,Kraków,Kraków,małopolskie
31-722,Kraków,Kraków,Kraków,małopolskie
31-723,Kraków,Kraków,Kraków,małopolskie
31-724,Kraków,Kraków,Kraków,małopolskie
31-725,Kraków,Kraków,Kraków,małopolskie
31-726,Kraków,Kraków,Kraków,małopolskie
31-861,Kraków,Kraków,Kraków,małopolskie
31-916,Kraków,Kraków,Kraków,małopolskie
31-635,Kraków,Kraków,Kraków,małopolskie
31-623,Kraków,Kraków,Kraków,małopolskie
31-624,Kraków,Kraków,Kraków,małopolskie
31-956,Kraków,Kraków,Kraków,małopolskie
31-958,Kraków,Kraków,Kraków,małopolskie
31-966,Kraków,Kraków,Kraków,małopolskie
31-943,Kraków,Kraków,Kraków,małopolskie
31-944,Kraków,Kraków,Kraków,małopolskie
31-921,Kraków,Kraków,Kraków,małopolskie
31-922,Kraków,Kraków,Kraków,małopolskie
31-972,Kraków,Kraków,Kraków,małopolskie
31-975,Kraków,Kraków,Kraków,małopolskie
31-976,Kraków,Kraków,Kraków,małopolskie
31-977,Kraków,Kraków,Kraków,małopolskie
31-946,Kraków,Kraków,Kraków,małopolskie
31-948,Kraków,Kraków,Kraków,małopolskie
31-603,Kraków,Kraków,Kraków,małopolskie
31-604,Kraków,Kraków,Kraków,małopolskie
31-605,Kraków,Kraków,Kraków,małopolskie
31-606,Kraków,Kraków,Kraków,małopolskie
31-607,Kraków,Kraków,Kraków,małopolskie
31-608,Kraków,Kraków,Kraków,małopolskie
31-609,Kraków,Kraków,Kraków,małopolskie
31-610,Kraków,Kraków,Kraków,małopolskie
31-952,Kraków,Kraków,Kraków,małopolskie
31-954,Kraków,Kraków,Kraków,małopolskie
31-905,Kraków,Kraków,Kraków,małopolskie
31-906,Kraków,Kraków,Kraków,małopolskie
31-901,Kraków,Kraków,Kraków,małopolskie
31-902,Kraków,Kraków,Kraków,małopolskie
31-232,Kraków,Kraków,Kraków,małopolskie
31-818,Kraków,Kraków,Kraków,małopolskie
31-819,Kraków,Kraków,Kraków,małopolskie
31-949,Kraków,Kraków,Kraków,małopolskie
31-951,Kraków,Kraków,Kraków,małopolskie
31-968,Kraków,Kraków,Kraków,małopolskie
31-970,Kraków,Kraków,Kraków,małopolskie
31-971,Kraków,Kraków,Kraków,małopolskie
31-615,Kraków,Kraków,Kraków,małopolskie
31-616,Kraków,Kraków,Kraków,małopolskie
31-617,Kraków,Kraków,Kraków,małopolskie
31-826,Kraków,Kraków,Kraków,małopolskie
31-827,Kraków,Kraków,Kraków,małopolskie
31-828,Kraków,Kraków,Kraków,małopolskie
31-332,Kraków,Kraków,Kraków,małopolskie
30-146,Kraków,Kraków,Kraków,małopolskie
30-727,Kraków,Kraków,Kraków,małopolskie
30-538,Kraków,Kraków,Kraków,małopolskie
31-435,Kraków,Kraków,Kraków,małopolskie
30-320,Kraków,Kraków,Kraków,małopolskie
30-444,Kraków,Kraków,Kraków,małopolskie
31-712,Kraków,Kraków,Kraków,małopolskie
31-152,Kraków,Kraków,Kraków,małopolskie
31-080,Kraków,Kraków,Kraków,małopolskie
30-067,Kraków,Kraków,Kraków,małopolskie
30-070,Kraków,Kraków,Kraków,małopolskie
31-226,Kraków,Kraków,Kraków,małopolskie
31-230,Kraków,Kraków,Kraków,małopolskie
31-015,Kraków,Kraków,Kraków,małopolskie
31-109,Kraków,Kraków,Kraków,małopolskie
31-111,Kraków,Kraków,Kraków,małopolskie
31-754,Kraków,Kraków,Kraków,małopolskie
30-713,Kraków,Kraków,Kraków,małopolskie
31-514,Kraków,Kraków,Kraków,małopolskie
31-302,Kraków,Kraków,Kraków,małopolskie
31-997,Kraków,Kraków,Kraków,małopolskie
31-035,Kraków,Kraków,Kraków,małopolskie
31-536,Kraków,Kraków,Kraków,małopolskie
30-667,Kraków,Kraków,Kraków,małopolskie
30-522,Kraków,Kraków,Kraków,małopolskie
31-118,Kraków,Kraków,Kraków,małopolskie
31-548,Kraków,Kraków,Kraków,małopolskie
30-709,Kraków,Kraków,Kraków,małopolskie
30-537,Kraków,Kraków,Kraków,małopolskie
31-541,Kraków,Kraków,Kraków,małopolskie
30-570,Kraków,Kraków,Kraków,małopolskie
30-553,Kraków,Kraków,Kraków,małopolskie
30-707,Kraków,Kraków,Kraków,małopolskie
30-012,Kraków,Kraków,Kraków,małopolskie
30-329,Kraków,Kraków,Kraków,małopolskie
30-002,Kraków,Kraków,Kraków,małopolskie
31-202,Kraków,Kraków,Kraków,małopolskie
30-814,Kraków,Kraków,Kraków,małopolskie
30-502,Kraków,Kraków,Kraków,małopolskie
30-621,Kraków,Kraków,Kraków,małopolskie
30-701,Kraków,Kraków,Kraków,małopolskie
30-077,Kraków,Kraków,Kraków,małopolskie
30-736,Kraków,Kraków,Kraków,małopolskie
30-508,Kraków,Kraków,Kraków,małopolskie
30-128,Kraków,Kraków,Kraków,małopolskie
30-546,Kraków,Kraków,Kraków,małopolskie
30-431,Kraków,Kraków,Kraków,małopolskie
30-305,Kraków,Kraków,Kraków,małopolskie
30-403,Kraków,Kraków,Kraków,małopolskie
31-316,Kraków,Kraków,Kraków,małopolskie
30-017,Kraków,Kraków,Kraków,małopolskie
31-305,Kraków,Kraków,Kraków,małopolskie
31-315,Kraków,Kraków,Kraków,małopolskie
31-026,Kraków,Kraków,Kraków,małopolskie
31-511,Kraków,Kraków,Kraków,małopolskie
31-510,Kraków,Kraków,Kraków,małopolskie
30-510,Kraków,Kraków,Kraków,małopolskie
30-867,Kraków,Kraków,Kraków,małopolskie
31-108,Kraków,Kraków,Kraków,małopolskie
31-107,Kraków,Kraków,Kraków,małopolskie
30-073,Kraków,Kraków,Kraków,małopolskie
